1.000000, 0.999834, 0.999791, 0.999063, 0.997832, 0.989724, 0.954862, 0.751966, 0.105126, -0.379004, 0.000000, 0.379004, -0.105126, -0.751966, -0.954862, -0.989724, -0.997832, -0.999063, -0.999791, -0.999834, -1.000000 
1.000000, 1.000088, 0.999771, 0.999670, 0.998376, 0.995062, 0.976784, 0.892525, 0.562751, 0.023337, 0.000000, -0.023337, -0.562751, -0.892525, -0.976784, -0.995062, -0.998376, -0.999670, -0.999771, -1.000088, -1.000000 
1.000000, 0.999944, 0.999961, 0.999786, 0.999595, 0.998426, 0.994769, 0.978219, 0.912247, 0.657118, 0.000000, -0.657118, -0.912247, -0.978219, -0.994769, -0.998426, -0.999595, -0.999786, -0.999961, -0.999944, -1.000000 
1.000000, 0.999909, 1.000031, 0.999864, 1.000062, 0.999504, 0.999522, 0.994468, 0.973162, 0.780598, 0.000000, -0.780598, -0.973162, -0.994468, -0.999522, -0.999504, -1.000062, -0.999864, -1.000031, -0.999909, -1.000000 
1.000000, 0.999909, 1.000041, 0.999885, 1.000121, 0.999642, 0.999932, 0.995551, 0.976217, 0.786075, 0.000000, -0.786075, -0.976217, -0.995551, -0.999932, -0.999642, -1.000121, -0.999885, -1.000041, -0.999909, -1.000000 
1.000000, 0.999909, 1.000041, 0.999886, 1.000125, 0.999650, 0.999952, 0.995598, 0.976338, 0.786285, 0.000000, -0.786285, -0.976338, -0.995598, -0.999952, -0.999650, -1.000125, -0.999886, -1.000041, -0.999909, -1.000000 
1.000000, 0.999909, 1.000041, 0.999887, 1.000125, 0.999650, 0.999953, 0.995600, 0.976342, 0.786293, 0.000000, -0.786293, -0.976342, -0.995600, -0.999953, -0.999650, -1.000125, -0.999887, -1.000041, -0.999909, -1.000000 
1.000000, 0.999909, 1.000041, 0.999887, 1.000125, 0.999650, 0.999953, 0.995600, 0.976343, 0.786294, 0.000000, -0.786294, -0.976343, -0.995600, -0.999953, -0.999650, -1.000125, -0.999887, -1.000041, -0.999909, -1.000000 
1.000000, 0.999909, 1.000041, 0.999887, 1.000125, 0.999650, 0.999953, 0.995600, 0.976343, 0.786294, 0.000000, -0.786294, -0.976343, -0.995600, -0.999953, -0.999650, -1.000125, -0.999887, -1.000041, -0.999909, -1.000000 
1.000000, 0.999909, 1.000041, 0.999887, 1.000125, 0.999650, 0.999953, 0.995600, 0.976343, 0.786294, 0.000000, -0.786293, -0.976343, -0.995600, -0.999953, -0.999650, -1.000125, -0.999887, -1.000041, -0.999909, -1.000000 
